BP NUMBER,METER NUMBER,METER TYPE,METER READING,REMARKS,METER MONTH,METER MONTH(NAME),Festival
1000007184,IL40301788,INVENSYS,5425,,10,OCT,Dussehra
1000007186,3390451,ACTARIS,4473,,10,OCT,Dussehra
1000007188,31043031,ITRON,2398,,10,OCT,Dussehra
1000007194,206352,SCHLUMBERGER,2706,,10,OCT,Dussehra
1000007200,306329,SCHLUMBERGER,4381,,10,OCT,Dussehra
1000007203,IL40301787,INVENSYS,3598,,10,OCT,Dussehra
1000007208,302456,SCHLUMBERGER,2753,,10,OCT,Dussehra
1000007214,3390881,ACTARIS,2697,,10,OCT,Dussehra
1000007216,IL40300548,INVENSYS,2786,,10,OCT,Dussehra
1000007230,IL40301893,INVENSYS,3345,,10,OCT,Dussehra
1000007249,IL40300574,INVENSYS,4230,,10,OCT,Dussehra
1000007257,IL40300540,INVENSYS,3595,,10,OCT,Dussehra
1000007261,IL40301798,INVENSYS,3258,,10,OCT,Dussehra
1000007264,IL40301897,INVENSYS,1620,,10,OCT,Dussehra
1000007266,IL40301110,INVENSYS,2970,,10,OCT,Dussehra
1000007267,IL40301109,INVENSYS,2825,,10,OCT,Dussehra
1000007271,IL40301766,INVENSYS,3697,,10,OCT,Dussehra
1000007272,IL40301767,INVENSYS,3514,,10,OCT,Dussehra
1000007279,IL40301753,INVENSYS,1577,,10,OCT,Dussehra
1000007284,302247,SCHLUMBERGER,2397,,10,OCT,Dussehra
1000007286,306682,SCHLUMBERGER,2120,DIGIT NOT CLEAR,10,OCT,Dussehra
1000007288,IL40300554,INVENSYS,2460,,10,OCT,Dussehra
1000007289,15496419,RAYCHEM,1188,,10,OCT,Dussehra
1000007312,306464,SCHLUMBERGER,2211,,10,OCT,Dussehra
1000007323,11422591,AEM,993,,10,OCT,Dussehra
1000007325,303378,SCHLUMBERGER,3145,,10,OCT,Dussehra
1000008375,3-232807-1,ITRON,560,,10,OCT,Dussehra
1000008385,3672776,SCHLUMBERGER,3497,,10,OCT,Dussehra
1000008451,3672602,SCHLUMBERGER,3565,,10,OCT,Dussehra
1000008454,14497681,RAYCHEM,1164,,10,OCT,Dussehra
1000008459,IL40301760,INVENSYS,2998,,10,OCT,Dussehra
1000008463,202654,SCHLUMBERGER,3673,,10,OCT,Dussehra
1000008479,202637,SCHLUMBERGER,2063,IMAGE NOT READABLE,10,OCT,Dussehra
1000008487,3523941,ACTARIS,1843,,10,OCT,Dussehra
1000008492,IL40301757,INVENSYS,672,,10,OCT,Dussehra
1000008493,202083,SCHLUMBERGER,3327,,10,OCT,Dussehra
1000010177,IL50035572,SENSUS,3037,,10,OCT,Dussehra
1000010189,IL50035593,SENSUS,2739,,10,OCT,Dussehra
1000010208,50218518,ACTARIS,3256,,10,OCT,Dussehra
1000010237,AL-0500321/C4593,INVENSYS,7280,,10,OCT,Dussehra
1000010248,50216120,ACTARIS,2596,,10,OCT,Dussehra
1000010249,31427701,ITRON,1733,,10,OCT,Dussehra
1000010270,50219146,ACTARIS,3148,,10,OCT,Dussehra
1000010271,50216585,ACTARIS,1347,,10,OCT,Dussehra
1000010279,1562931,AEM,2128,,10,OCT,Dussehra
1000010281,IL50035418,SENSUS,3173,,10,OCT,Dussehra
1000016200,AL-0506972/C4593,ACTARIS,1755,,10,OCT,Dussehra
1000016201,AL-0507050/C4593,ACTARIS,4160,,10,OCT,Dussehra
1000016204,AL-0507836/C4593,ACTARIS,2282,,10,OCT,Dussehra
1000016205,AL-0507924/C4593,ACTARIS,2782,,10,OCT,Dussehra
1000016206,50612983,ACTARIS,2479,,10,OCT,Dussehra
1000016207,AL-0507949/C4593,ACTARIS,1383,,10,OCT,Dussehra
1000016208,50612582,ACTARIS,3019,,10,OCT,Dussehra
1000016209,AL-0507012/C4593,ACTARIS,1100,,10,OCT,Dussehra
1000016210,50612970,ACTARIS,2952,,10,OCT,Dussehra
1000016211,50215655,ACTARIS,590,,10,OCT,Dussehra
1000016212,11415541,AEM,1609,,10,OCT,Dussehra
1000016213,AL-0507013/C4593,ACTARIS,2971,,10,OCT,Dussehra
1000016214,AL-0506985/C4593,ACTARIS,2077,,10,OCT,Dussehra
1000016215,AL-0507842/C4593,ACTARIS,1005,,10,OCT,Dussehra
1000016216,3290161,ACTARIS,3461,,10,OCT,Dussehra
1000016218,14538306,RAYCHEM,1729,,10,OCT,Dussehra
1000016220,AL-0507947/C4593,ACTARIS,4090,,10,OCT,Dussehra
1000016221,AL-0507838/C4593,ACTARIS,1795,,10,OCT,Dussehra
1000016222,AL-0507108/C4593,ACTARIS,1269,,10,OCT,Dussehra
1000016223,AL-0512230/C4593,ACTARIS,3948,,10,OCT,Dussehra
1000016224,AL-0507081/C4593,ACTARIS,2176,DIGIT NOT CLEAR,10,OCT,Dussehra
1000016225,50612581,ACTARIS,2303,,10,OCT,Dussehra
1000016227,AL-0507029/C4593,ACTARIS,1508,,10,OCT,Dussehra
1000016228,AL-0507036/C4593,ACTARIS,4111,,10,OCT,Dussehra
1000016232,31258681,ITRON,2008,IMAGE NOT READABLE,10,OCT,Dussehra
1000016233,AL-0507916/C4593,ACTARIS,3988,,10,OCT,Dussehra
1000016234,AL-0505944/C4593,ACTARIS,2170,,10,OCT,Dussehra
1000016235,IL50037343,SENSUS,5382,,10,OCT,Dussehra
1000016236,AL-0507831/C4593,ACTARIS,3140,,10,OCT,Dussehra
1000016238,AL-0507014/C4593,ACTARIS,1952,,10,OCT,Dussehra
1000016239,AL-0507107/C4593,ACTARIS,3158,,10,OCT,Dussehra
1000016240,17531115,RAYCHEM,74,,10,OCT,Dussehra
1000016242,50612735,ACTARIS,2105,,10,OCT,Dussehra
1000016244,AL-0506980/C4593,ACTARIS,2110,,10,OCT,Dussehra
1000016245,AL-0507049/C4593,ACTARIS,2940,,10,OCT,Dussehra
1000016246,50612584,ACTARIS,1141,,10,OCT,Dussehra
1000016247,AL-0507074/C4593,ACTARIS,1530,,10,OCT,Dussehra
1000016251,AL-0505865/C4593,ACTARIS,2384,,10,OCT,Dussehra
1000016254,AL-0507104/C4593,ACTARIS,1318,,10,OCT,Dussehra
1000016258,RAY18350425/1018,RAYCHEM,297,,10,OCT,Dussehra
1000016261,AL-0507819/C4593,ACTARIS,1479,,10,OCT,Dussehra
1000016265,AL-0507008/C4593,ACTARIS,3178,,10,OCT,Dussehra
1000016268,AL-0506974/C4593,ACTARIS,2423,,10,OCT,Dussehra
1000016272,AL-0507873/C4593,ACTARIS,1901,,10,OCT,Dussehra
1000016274,AL-0512173/C4593,ACTARIS,1273,,10,OCT,Dussehra
1000016277,AL-0507093/C4593,ACTARIS,1412,,10,OCT,Dussehra
1000016278,AL-0507102/C4593,ACTARIS,2879,,10,OCT,Dussehra
1000016279,AL-0507042/C4593,ACTARIS,3827,,10,OCT,Dussehra
1000016281,AL-0507910/C4593,ACTARIS,1114,,10,OCT,Dussehra
1000016284,AL-0507061/C4593,ACTARIS,1170,,10,OCT,Dussehra
1000016285,50613417,ACTARIS,1079,,10,OCT,Dussehra
1000016290,17531112,RAYCHEM,672,,10,OCT,Dussehra
1000016292,AL-0507048/C4593,ACTARIS,1392,,10,OCT,Dussehra
1000016295,50612949,ACTARIS,1666,,10,OCT,Dussehra
1000016297,AL-0507047/C4593,ACTARIS,2318,,10,OCT,Dussehra
1000016298,AL-0507105/C4593,ACTARIS,2766,,10,OCT,Dussehra
1000016300,AL-0507071/C4593,ACTARIS,2329,,10,OCT,Dussehra
1000016301,3370611,ACTARIS,1487,,10,OCT,Dussehra
1000016302,50612944,ACTARIS,3308,IMAGE NOT READABLE,10,OCT,Dussehra
1000016539,301438,SCHLUMBERGER,1400,IMAGE NOT READABLE,10,OCT,Dussehra
1000016540,IL40806671,INVENSYS,1108,,10,OCT,Dussehra
1000016541,IL50037110,SENSUS,3105,,10,OCT,Dussehra
1000016542,3431951,ACTARIS,1739,,10,OCT,Dussehra
1000016543,302283,SCHLUMBERGER,1624,,10,OCT,Dussehra
1000016545,IL40807702,INVENSYS,2735,,10,OCT,Dussehra
1000016546,IL40807243,ACTARIS,1317,,10,OCT,Dussehra
1000016547,302282,SCHLUMBERGER,2385,,10,OCT,Dussehra
1000016548,50218708,ACTARIS,4574,,10,OCT,Dussehra
1000016549,IL50036970,SENSUS,2825,,10,OCT,Dussehra
1000016550,302255,SCHLUMBERGER,3871,,10,OCT,Dussehra
1000016552,11240681,AEM,1334,,10,OCT,Dussehra
1000016553,IL50034082,SENSUS,1787,,10,OCT,Dussehra
1000016554,IL40806603,INVENSYS,589,,10,OCT,Dussehra
1000016555,207943,SCHLUMBERGER,920,,10,OCT,Dussehra
1000016556,AR0550584/C4593,ACTARIS,1361,,10,OCT,Dussehra
1000016557,IL40806054,INVENSYS,3666,,10,OCT,Dussehra
1000016559,417,QWKROM,1419,,10,OCT,Dussehra
1000016560,IL40806670,INVENSYS,2683,DIGIT NOT CLEAR,10,OCT,Dussehra
1000016561,IL40805569,INVENSYS,3079,,10,OCT,Dussehra
1000016562,IL40806056,INVENSYS,2259,,10,OCT,Dussehra
1000016563,IL40504000,ACTARIS,1236,,10,OCT,Dussehra
1000016564,17506502,RAYCHEM,599,,10,OCT,Dussehra
1000016565,IL40806022,INVENSYS,2684,,10,OCT,Dussehra
1000016566,302252,SCHLUMBERGER,2060,,10,OCT,Dussehra
1000016567,IL50036971,SENSUS,5107,,10,OCT,Dussehra
1000016568,IL50037421,SENSUS,2572,,10,OCT,Dussehra
1000041351,1418141,AEM,1452,,10,OCT,Dussehra
1000041352,32052681,ITRON,1036,,10,OCT,Dussehra
1000041353,3045328,SCHLUMBERGER,2146,,10,OCT,Dussehra
1000041355,971101298,SCHLUMBERGER,2679,,10,OCT,Dussehra
1000041356,14534617,RAYCHEM,755,,10,OCT,Dussehra
1000041357,3-228615-1,ITRON,21,,10,OCT,Dussehra
1000041360,980345468,SCHLUMBERGER,5887,,10,OCT,Dussehra
1000041361,3828941,ITRON,1719,,10,OCT,Dussehra
1000041362,RAY18349562/1018,RAYCHEM,408,,10,OCT,Dussehra
1000041364,3838231,ITRON,1544,,10,OCT,Dussehra
1000041365,1203561,AEM,965,,10,OCT,Dussehra
1000041369,3-238326-1,ITRON,805,,10,OCT,Dussehra
1000041370,3-238372-1,ITRON,0,,10,OCT,Dussehra
1000041373,101946,SCHLUMBERGER,2943,,10,OCT,Dussehra
1000041375,RAY18351988/1018,RAYCHEM,350,,10,OCT,Dussehra
1000041376,3-238370-1,ITRON,1142,,10,OCT,Dussehra
1000041377,3-238324-1,ITRON,2,,10,OCT,Dussehra
1000041378,17920446,RAYCHEM,2051,,10,OCT,Dussehra
1000041380,IL40505213,INVENSYS,4420,,10,OCT,Dussehra
1000041381,32052651,ITRON,1651,,10,OCT,Dussehra
1000041383,980345206,SCHLUMBERGER,5099,,10,OCT,Dussehra
1000041384,980345209,SCHLUMBERGER,2432,,10,OCT,Dussehra
1000041385,3-238323-1,ITRON,357,,10,OCT,Dussehra
1000041386,980345179,SCHLUMBERGER,1815,,10,OCT,Dussehra
1000041387,980345144,SCHLUMBERGER,333,,10,OCT,Dussehra
1000041388,IL40806032,INVENSYS,4649,,10,OCT,Dussehra
1000041389,31441671,ITRON,1963,,10,OCT,Dussehra
1000041390,31404271,ITRON,1833,,10,OCT,Dussehra
1000041392,980345333,SCHLUMBERGER,6830,,10,OCT,Dussehra
1000041394,3376501,ACTARIS,1135,,10,OCT,Dussehra
1000041395,980345205,SCHLUMBERGER,3599,DIGIT NOT CLEAR,10,OCT,Dussehra
1000041396,AR0550501/C4593,ACTARIS,2320,,10,OCT,Dussehra
1000041398,15496815,RAYCHEM,1370,,10,OCT,Dussehra
1000041404,2050872,ELSTER,722,,10,OCT,Dussehra
1000041406,AL-0510744/C4593,ACTARIS,1634,,10,OCT,Dussehra
1000041410,3829391,ITRON,746,,10,OCT,Dussehra
1000041413,303041,SCHLUMBERGER,1407,,10,OCT,Dussehra
1000041414,303042,SCHLUMBERGER,182,,10,OCT,Dussehra
1000041416,AL-0503772/C4593,ACTARIS,2712,,10,OCT,Dussehra
1000041418,203489,SCHLUMBERGER,1882,,10,OCT,Dussehra
1000041419,971101332,SCHLUMBERGER,1,,10,OCT,Dussehra
1000041420,31464921,ITRON,622,,10,OCT,Dussehra
1000041423,50613433,ACTARIS,2079,,10,OCT,Dussehra
1000041424,3027792,ACTARIS,2724,,10,OCT,Dussehra
1000041425,AL-0505408/C4593,ACTARIS,3617,DIGIT NOT CLEAR,10,OCT,Dussehra
1000041426,AL-0511144/C4593,ACTARIS,2822,,10,OCT,Dussehra
1000041428,1611591,AEM,1776,,10,OCT,Dussehra
1000041429,980345438,SCHLUMBERGER,2588,,10,OCT,Dussehra
1000041430,101614,SCHLUMBERGER,631,,10,OCT,Dussehra
1000041437,104408,SCHLUMBERGER,4088,,10,OCT,Dussehra
1000041439,980345340,SCHLUMBERGER,1271,,10,OCT,Dussehra
1000041440,14537942,RAYCHEM,1954,,10,OCT,Dussehra
1000041443,3900441,ITRON,5684,,10,OCT,Dussehra
1000041445,31602201,ITRON,2373,,10,OCT,Dussehra
1000041447,IL40564113,INVENSYS,2465,,10,OCT,Dussehra
1000041448,17563357,RAYCHEM,249,,10,OCT,Dussehra
1000041449,3907781,ITRON,2560,,10,OCT,Dussehra
1000041450,3924311,ITRON,39,,10,OCT,Dussehra
1000041451,31464951,ITRON,2106,,10,OCT,Dussehra
1000041452,971101405,SCHLUMBERGER,2092,,10,OCT,Dussehra
1000041453,971101295,SCHLUMBERGER,5278,,10,OCT,Dussehra
1000041454,14545169,RAYCHEM,251,,10,OCT,Dussehra
1000041456,980345335,SCHLUMBERGER,2312,,10,OCT,Dussehra
1000041458,104406,SCHLUMBERGER,3870,DIGIT NOT CLEAR,10,OCT,Dussehra
1000041459,3855551,ITRON,3042,,10,OCT,Dussehra
1000041460,100273,SCHLUMBERGER,1731,,10,OCT,Dussehra
1000041462,980345182,SCHLUMBERGER,568,,10,OCT,Dussehra
1000041463,980345280,SCHLUMBERGER,5416,,10,OCT,Dussehra
1000041466,971101362,SCHLUMBERGER,3489,,10,OCT,Dussehra
1000041468,14529987,RAYCHEM,234,,10,OCT,Dussehra
1000041469,971101330,SCHLUMBERGER,1118,,10,OCT,Dussehra
1000041470,980345410,SCHLUMBERGER,1627,,10,OCT,Dussehra
1000041471,3743461,ACTARIS,530,,10,OCT,Dussehra
1000041472,3743101,ACTARIS,3050,,10,OCT,Dussehra
1000041473,14534620,RAYCHEM,774,,10,OCT,Dussehra
1000041475,11008801,AEM,349,,10,OCT,Dussehra
1000041527,301376,SCHLUMBERGER,430,,10,OCT,Dussehra
1000041529,3-241503-1,ITRON,300,,10,OCT,Dussehra
1000041530,3-013545-2,ITRON,606,,10,OCT,Dussehra
1000041531,101319,SCHLUMBERGER,41,IMAGE NOT READABLE,10,OCT,Dussehra
1000041533,3174981,ACTARIS,1456,,10,OCT,Dussehra
1000041535,17563394,RAYCHEM,624,,10,OCT,Dussehra
1000041536,15497267,RAYCHEM,877,,10,OCT,Dussehra
1000041537,980345334,SCHLUMBERGER,3497,,10,OCT,Dussehra
1000041538,3225511,ACTARIS,1726,,10,OCT,Dussehra
1000041633,102683,SCHLUMBERGER,15,,10,OCT,Dussehra
1000041635,980345308,SCHLUMBERGER,6580,,10,OCT,Dussehra
1000041636,3-031574-2,ITRON,15,,10,OCT,Dussehra
1000041637,3-031590-2,ITRON,1771,,10,OCT,Dussehra
1000041638,3890641,ITRON,3658,,10,OCT,Dussehra
1000041639,3440931,ACTARIS,0,,10,OCT,Dussehra
1000041642,AL-0511132/C4593,ACTARIS,2701,,10,OCT,Dussehra
1000041643,AL-0510737/C4593,ACTARIS,1821,,10,OCT,Dussehra
1000045294,RAY18349543/1018,RAYCHEM,1890,,10,OCT,Dussehra
1000045297,14510567,RAYCHEM,700,,10,OCT,Dussehra
1000045298,RAY18349791/1018,RAYCHEM,357,,10,OCT,Dussehra
1000045299,201346,SCHLUMBERGER,7517,,10,OCT,Dussehra
1000045300,11397101,AEM,3162,,10,OCT,Dussehra
1000045302,101394,SCHLUMBERGER,5996,,10,OCT,Dussehra
1000045305,14523783,RAYCHEM,4358,,10,OCT,Dussehra
1000045307,ZEN00143707/1218,ZENNER,681,,10,OCT,Dussehra
1000045308,305188,SCHLUMBERGER,7492,,10,OCT,Dussehra
1000045309,207474,SCHLUMBERGER,6177,,10,OCT,Dussehra
1000045312,102662,SCHLUMBERGER,4197,,10,OCT,Dussehra
1000045313,11390501,AEM,1828,,10,OCT,Dussehra
1000045314,31465011,ITRON,2879,,10,OCT,Dussehra
1000045315,3375981,ACTARIS,1700,,10,OCT,Dussehra
1000045316,17920570,RAYCHEM,896,,10,OCT,Dussehra
1000045317,15520381,RAYCHEM,322,,10,OCT,Dussehra
1000045318,11246861,AEM,778,,10,OCT,Dussehra
1000045320,11449411,AEM,4548,,10,OCT,Dussehra
1000045321,RAY18349631/1018,RAYCHEM,1137,,10,OCT,Dussehra
1000045322,1852321,AEM,1082,,10,OCT,Dussehra
1000045324,31470931,ITRON,5065,,10,OCT,Dussehra
1000045326,1668351,AEM,939,,10,OCT,Dussehra
1000045327,11411541-05-2011,BGL,3889,,10,OCT,Dussehra
1000045328,3860751,ITRON,2467,,10,OCT,Dussehra
1000045329,11412399-05-2011,BGL,2259,,10,OCT,Dussehra
1000045330,101031,SCHLUMBERGER,15,,10,OCT,Dussehra
1000045331,IL40502957,INVENSYS,6403,,10,OCT,Dussehra
1000045332,11450131,AEM,473,,10,OCT,Dussehra
1000045333,1567041,AEM,2671,,10,OCT,Dussehra
1000045334,IL40505643,INVENSYS,6580,,10,OCT,Dussehra
1000045336,31505181,ITRON,8271,,10,OCT,Dussehra
1000045337,201683,SCHLUMBERGER,74,,10,OCT,Dussehra
1000045338,14525097,RAYCHEM,150,,10,OCT,Dussehra
1000045339,IL50037317,SENSUS,738,,10,OCT,Dussehra
1000045340,AL-0617071/C-4792,ACTARIS,15,,10,OCT,Dussehra
1000045341,14526868,RAYCHEM,837,,10,OCT,Dussehra
1000045342,3920701,ITRON,21,,10,OCT,Dussehra
1000045344,11408591,AEM,1455,,10,OCT,Dussehra
1000045346,16494689,RAYCHEM,504,,10,OCT,Dussehra
1000045348,ZEN00036011/0119,ZENNER,197,,10,OCT,Dussehra
1000048867,1203141,AEM,451,,10,OCT,Dussehra
1000048869,2050742,ELSTER,2246,,10,OCT,Dussehra
1000048870,980345357,SCHLUMBERGER,1958,,10,OCT,Dussehra
1000048871,14541694,RAYCHEM,864,,10,OCT,Dussehra
1000048872,32020501,ITRON,172,DIGIT NOT CLEAR,10,OCT,Dussehra
1000048873,IL40504668,INVENSYS,551,,10,OCT,Dussehra
1000048874,204784,SCHLUMBERGER,1077,,10,OCT,Dussehra
1000049549,17920436,RAYCHEM,5299,,10,OCT,Dussehra
1000049550,15497270,RAYCHEM,1165,,10,OCT,Dussehra
1000049552,971101411,SCHLUMBERGER,5263,,10,OCT,Dussehra
1000049664,201196,SCHLUMBERGER,5264,,10,OCT,Dussehra
1000049713,202047,SCHLUMBERGER,1350,,10,OCT,Dussehra
1000049763,15520382,RAYCHEM,201,,10,OCT,Dussehra
1000049837,AL-0507039/C4593,ACTARIS,2385,,10,OCT,Dussehra
1000052022,1064201,AEM,765,,10,OCT,Dussehra
1000052026,3396721,ACTARIS,1205,,10,OCT,Dussehra
1000052035,3011402,ACTARIS,4440,DIGIT NOT CLEAR,10,OCT,Dussehra
1000052049,AL-0507003/C4593,ACTARIS,2799,,10,OCT,Dussehra
1000052051,3079101,ACTARIS,930,DIGIT NOT CLEAR,10,OCT,Dussehra
1000052052,3161321,ACTARIS,2412,,10,OCT,Dussehra
1000052053,AL-0507883/C4593,ACTARIS,842,,10,OCT,Dussehra
1000052055,1268021,AEM,3247,DIGIT NOT CLEAR,10,OCT,Dussehra
1000052056,AL-0507009/C4593,ACTARIS,1733,,10,OCT,Dussehra
1000052057,1114791,AEM,1706,,10,OCT,Dussehra
1000052063,50612981,ACTARIS,3731,,10,OCT,Dussehra
1000052070,1114621,AEM,3537,,10,OCT,Dussehra
1000052071,3102651,ACTARIS,2304,,10,OCT,Dussehra
1000052073,1114131,AEM,2752,,10,OCT,Dussehra
1000052074,AL-0507849/C4593,ACTARIS,2684,,10,OCT,Dussehra
1000052076,1125781,AEM,1248,,10,OCT,Dussehra
1000052081,AL-0507948/C4593,ACTARIS,802,,10,OCT,Dussehra
1000052084,1126091,AEM,3088,,10,OCT,Dussehra
1000052090,1126181,AEM,3261,,10,OCT,Dussehra
1000052091,50612971,ACTARIS,1269,,10,OCT,Dussehra
1000052101,AL-0507884/C4593,ACTARIS,1102,,10,OCT,Dussehra
1000054665,11453231,AEM,1095,,10,OCT,Dussehra
1000054666,3390341,ACTARIS,2160,,10,OCT,Dussehra
1000054839,300691,SCHLUMBERGER,766,IMAGE NOT READABLE,10,OCT,Dussehra
1000055899,1125101,AEM,3167,,10,OCT,Dussehra
1000055900,3619141,ACTARIS,1324,,10,OCT,Dussehra
1000055902,3172501,ACTARIS,1766,,10,OCT,Dussehra
1000055905,IL40503998,INVENSYS,569,DIGIT NOT CLEAR,10,OCT,Dussehra
1000055906,IL50037298,SENSUS,1793,,10,OCT,Dussehra
1000055907,3135391,ACTARIS,2075,,10,OCT,Dussehra
1000055908,1278581,AEM,2120,,10,OCT,Dussehra
1000055910,ZEN00000559/0119,ZENNER,362,,10,OCT,Dussehra
1000056120,1118001,AEM,5381,,10,OCT,Dussehra
1000056121,1117561,AEM,1298,,10,OCT,Dussehra
1000056354,14538642,RAYCHEM,1031,,10,OCT,Dussehra
1000056357,2040922,ELSTER,3109,,10,OCT,Dussehra
1000056358,2040892,ELSTER,2625,,10,OCT,Dussehra
1000056359,31623341,ITRON,11,,10,OCT,Dussehra
1000056361,1327811,AEM,3745,,10,OCT,Dussehra
1000056365,AL-0621921/C-4792,ACTARIS,4229,,10,OCT,Dussehra
1000062386,IL50036634,SENSUS,4767,,10,OCT,Dussehra
1000062387,IL50037492,SENSUS,3269,,10,OCT,Dussehra
1000062512,11395121,AEM,1049,,10,OCT,Dussehra
1000062513,202213,SCHLUMBERGER,1391,,10,OCT,Dussehra
1000062645,IL40301577,INVENSYS,2319,,10,OCT,Dussehra
1000062809,50215656,ACTARIS,2439,,10,OCT,Dussehra
1000062810,AL-0620573/C-4792,ACTARIS,3311,,10,OCT,Dussehra
1000062814,AL-0506970/C4593,ACTARIS,1251,,10,OCT,Dussehra
1000062815,AL-0508195/C4593,ACTARIS,1816,,10,OCT,Dussehra
1000062817,AL-0507898/C4593,ACTARIS,2858,,10,OCT,Dussehra
1000062819,AL-0507075/C4593,ACTARIS,2392,,10,OCT,Dussehra
1000062821,AL-0507080/C4593,ACTARIS,3602,,10,OCT,Dussehra
1000062823,AL-0507887/C4593,ACTARIS,2505,,10,OCT,Dussehra
1000062827,50612583,ACTARIS,2193,,10,OCT,Dussehra
1000062869,IL50036972,SENSUS,4332,,10,OCT,Dussehra
1000068997,31365001,ITRON,2066,,10,OCT,Dussehra
1000069020,1395451,AEM,1832,,10,OCT,Dussehra
1000069110,1395111,AEM,1520,,10,OCT,Dussehra
1000069165,1287651,AEM,2264,,10,OCT,Dussehra
1000069224,AL-0509298/C4593,ACTARIS,2261,,10,OCT,Dussehra
1000069236,AL-0509276/C4593,ACTARIS,1900,,10,OCT,Dussehra
1000069252,AL-0615818/C-4792,ACTARIS,2464,,10,OCT,Dussehra
1000069266,AL-0615796/C-4792,ACTARIS,2446,,10,OCT,Dussehra
1000069274,AL-0615722/C-4792,ACTARIS,3417,,10,OCT,Dussehra
1000069279,AL-0616769/C-4792,ACTARIS,4020,,10,OCT,Dussehra
1000069292,AL-0509261/C4593,ACTARIS,2320,,10,OCT,Dussehra
1000069293,17599826,RAYCHEM,285,,10,OCT,Dussehra
1000069300,AL-0513337/C4593,ACTARIS,1605,,10,OCT,Dussehra
1000069302,AL-0615809/C-4792,ACTARIS,2006,,10,OCT,Dussehra
1000069318,AL-0620908/C-4792,ACTARIS,2402,,10,OCT,Dussehra
1000069321,AL-0615730/C-4792,ACTARIS,1904,,10,OCT,Dussehra
1000069329,AL-0513365/C4593,ACTARIS,928,,10,OCT,Dussehra
1000069336,AL-0615801/C-4792,ACTARIS,1776,,10,OCT,Dussehra
1000069979,AL-0615733/C-4792,ACTARIS,1952,,10,OCT,Dussehra
1000070049,AL-0616768/C-4792,ACTARIS,1968,,10,OCT,Dussehra
1000070627,1871411,AEM,1264,,10,OCT,Dussehra
1000070632,IL40503801,INVENSYS,1521,,10,OCT,Dussehra
1000070640,IL40503883,INVENSYS,2050,,10,OCT,Dussehra
1000070663,IL40301588,INVENSYS,2255,,10,OCT,Dussehra
1000070680,50218476,ACTARIS,1803,,10,OCT,Dussehra
1000073852,31050431,ITRON,1445,,10,OCT,Dussehra
1000074990,17610589,RAYCHEM,432,,10,OCT,Dussehra
1000076390,11413361,AEM,1147,,10,OCT,Dussehra
1000076535,AR0551753/C4593,ACTARIS,109,,10,OCT,Dussehra
1000076588,1870691,AEM,938,,10,OCT,Dussehra
1000076820,202223,SCHLUMBERGER,1126,,10,OCT,Dussehra
1000077423,3022531,ACTARIS,2473,,10,OCT,Dussehra
1000077479,3022511,ACTARIS,2381,,10,OCT,Dussehra
1000077495,3005341,ACTARIS,5652,,10,OCT,Dussehra
1000077563,3033821,ACTARIS,1193,,10,OCT,Dussehra
1000077568,3057951,ACTARIS,2230,DIGIT NOT CLEAR,10,OCT,Dussehra
1000077569,3033741,ACTARIS,2725,,10,OCT,Dussehra
1000077573,3002341,ACTARIS,4231,,10,OCT,Dussehra
1000077613,3002111,ACTARIS,2461,,10,OCT,Dussehra
1000077614,3022181,ACTARIS,1895,,10,OCT,Dussehra
1000077621,3012061,ACTARIS,3040,,10,OCT,Dussehra
1000077664,3043701,ACTARIS,2875,,10,OCT,Dussehra
1000077726,3059581,ACTARIS,1282,,10,OCT,Dussehra
1000077727,11452501,AEM,815,,10,OCT,Dussehra
1000077774,3014171,ACTARIS,984,,10,OCT,Dussehra
1000077777,11453411,AEM,1020,,10,OCT,Dussehra
1000077854,1035821,AEM,2907,,10,OCT,Dussehra
1000077924,3018601,ACTARIS,3846,DIGIT NOT CLEAR,10,OCT,Dussehra
1000077947,3021721,ACTARIS,2190,,10,OCT,Dussehra
1000078013,3043721,ACTARIS,2441,,10,OCT,Dussehra
1000078037,3042361,ACTARIS,1832,,10,OCT,Dussehra
1000078054,3033751,ACTARIS,2147,,10,OCT,Dussehra
1000078116,3000041,ACTARIS,3016,,10,OCT,Dussehra
1000078156,1035611,AEM,4747,,10,OCT,Dussehra
1000078175,3057811,ACTARIS,2609,,10,OCT,Dussehra
1000078247,3042281,ACTARIS,2162,,10,OCT,Dussehra
1000078254,3059631,ACTARIS,3852,,10,OCT,Dussehra
1000078268,14526980,RAYCHEM,575,,10,OCT,Dussehra
1000078370,3005271,ACTARIS,2118,,10,OCT,Dussehra
1000078394,3059571,ACTARIS,3007,,10,OCT,Dussehra
1000078534,3024051,ACTARIS,1246,,10,OCT,Dussehra
1000078659,3057941,ACTARIS,1629,,10,OCT,Dussehra
1000078679,3018391,ACTARIS,2973,,10,OCT,Dussehra
1000078844,1035921,AEM,2665,,10,OCT,Dussehra
1000079019,3057841,ACTARIS,2784,,10,OCT,Dussehra
1000079057,3002391,ACTARIS,1657,,10,OCT,Dussehra
1000079096,3012241,ACTARIS,2087,,10,OCT,Dussehra
1000079114,30251982,ITRON,686,,10,OCT,Dussehra
1000079155,3051861,ACTARIS,804,,10,OCT,Dussehra
1000079159,3059811,ACTARIS,1067,,10,OCT,Dussehra
1000079190,3000241,ACTARIS,2381,,10,OCT,Dussehra
